line,song_id,song_name,artist_id,artist_name
"[Verse 1]\nOnce we were lovers\nJust lovers we were oh what a lie\nOnce we were dreamers\nJust dreamers we were oh you and I\nNow I see you're just somebody\nWho wastes all my time and money\nWhat a lie\nYou and I\n\n[Chorus]\nWhat about your\nYour 10,000 promises?\nThat you gave to me\nYour 10,000 promises\nThat you promised me\n\n[Verse 2]\nOnce I could handle the truth\nWhen the truth was you and I\nBut time after time all the promises\nTurned out to be all lies\nAnd now, now I see that you're somebody\nWho wasted my time and money\nWhat lie, oh what a lie (what a lie)\nOh you, you and I, oh you and I\n\n[Chorus]\nWhat about your\nYour 10,000 promises?\nThat you gave to me\nYour 10,000 promises\nThat you promised me\n\n[Bridge]\nYou say I'll take you back\nBut I close the door\nCause I don't want 10,000 more\n10,000 promises yeah\n10,000 promises you gave to me\n\n[Chorus]\nWhat about your\nYour 10,000 promises?\nThat you gave to me\nYour 10,000 promises\nThat you promised me\n(what about your)\nYour 10,000 promises (10,000 promises you gave to me)\nThat you gave to me (what about your)\nYour 10,000 promises\n(what about your 10,000 promises you gave to me?)\n\n[Outro]\nOnce we were lovers\nJust lovers we were\nYou and I\nWhat a lie",328802,"10,000 Promises",8415,Backstreet Boys
"[Verse 1: Nick & Brian]\nI don't know what he does to make you cry\nBut I'll be there to make you smile\nI don't have a fancy car\nTo get to you I'd walk a thousand miles\nI don't care if he buys you nice things\nDoes his gifts come from the heart?\nI don't know, but if you were my girl\nI'd make it so we'd never be apart\n\n[Chorus: All]\nBut my love is all I have to give\nWithout you I don't think I could live\nI wish I could give the world to you\nBut love is all I have to give\n\n[Verse 2: Howie & A.J.]\nWhen you talk, does it seem like he's not\nEven listening to a word you say?\nThat's okay, babe, just tell me your problems\nI'll try my best to kiss them all away\nDoes he leave when you need him the most?\nDoes his friends get all your time?\nBaby, please, I'm on my knees\nPraying for the day that you'll be mine\n\n[Chorus: All]\nBut my love is all I have to give\nWithout you I don't think I could live\nI wish I could give the world to you\nBut love is all I have to give\n\n[Bridge: Nick, Howie, (AJ) & Kevin]\nHey, girl\nI don't want you to cry no more inside\nAll the money in the world\nCould never add up to (all the love I have inside, I love you, baby)\nAnd I will give it to you\nAll I can give, all I can give\nEverything I have is for you\nBut love is all I have to give\n\n[Chorus: All]\nBut my love is all I have to give\nWithout you I don't think I could live\nI wish I could give the world to you\nBut love is all I have to give\nBut my love is all I have to give\nWithout you I don't think I could live\nI wish I could give the world to you\nBut love is all I have to give\nBut my love is all I have to give\nWithout you I don't think I could live\nI wish I could give the world to you\nBut love is all I have to give",328792,All I Have To Give,8415,Backstreet Boys
"[Intro: All]\nEverything I have is for you\n\n[Verse 1: Kevin & (All)]\nMy name is Kev\nAnd I like the type of girl who can love me for me\nThe type of girl who I can hold in my arms\nAnd give her all that I have to give\nAnd if you're that type of girl\nThen you're getting all my love\n(My love, my love)\nThat's right, baby\n\n[Verse 2: Brian & (Nick)]\nHi my name is Brian\nBut you can call me B-Rock 'cuz I'll be rockin' your house\nNah, I'm just playin'\nBut on the real tip, I like a serious girl\nSomebody who's gonna be smart\nA girl who even-- likes to even go to school\n(Yo Brian, stop lying)\nNo, come on, Nick, for real\nI like a girl with a good head on her shoulders\n(Yeah right)\nCome on\n\n[Chorus: All]\nMy love, my love\nAll my love is for you\nMy love, my love\nAnd I'm gonna give it to you\nMy love, my love\nMy love is all I have to give\n\n[Verse 3: Howie & (AJ)]\nMy name is Howie D\nAnd this is how we do it\nI like the type of girl that one day she'll become my wife\nWe'' get married and she'll make me breakfast\nShe'll make me lunch and my dinner\nI want bacon and eggs, pancakes, orange juice, mashed potatoes, turkey\nGuacamole, chicken\n(Yo, yo, Howie, chill, Howie, Howie)\n\n[Verse 4: AJ & (Howie)]\nYo, my name is A.J\nAnd I like the type of girl who will let me do everything for her\nLet me make you breakfast\nLet me make you lunch\nLet me make you dinner, baby\nBut after that, I'll just make you happy\nSee Howie, that's how you gotta do it\nHowie? Howie? Yo-yo D?\n(Yo, why you gotta dis me like that for?)\n\n[Chorus: All]\nMy love, my love\nAll my love is for you\nMy love, my love\nAnd I'm gonna give it to you\nMy love, my love\nMy love is all I have to give\n\n[Verse 5: Nick]\nMy name is Nick\nAnd I like the type of girl that loves to go dancing\nThe type of girl that likes to move her body\nThe type of girl that likes to shake what her mama gave her\nThe type that will let me hold her hand and then kiss her\nThe type that will let me take her to the movies and then kiss her\nThe type that will let me hold her so tight\nAnd then kiss her, and kiss her, and kiss her, and kiss her\n\n[Chorus: All]\nMy love, my love\nAll my love is for you\nMy love, my love\nAnd I'm gonna give it to you\nMy love, my love\nMy love is all I have to give\n\n[Bridge: All]\nMy name is B-Rock, and I'm gonna always love you\nMy name is A.J. and I'm gonna always love you\nMy name is Howie; how we doin', sweetheart?\nMy name is Nick and I will always love you\nAnd baby, my name is Kev\nAnd I just want you to know\nThat I will always love you\nYes baby; no diggity\n\n[Chorus: All]\nMy love, my love\nAll my love is for you\nMy love, my love\nAnd I'm gonna give it to you\nMy love, my love\nMy love is all I have to give",454972,All I Have to Give (Part II - The Conversation Mix),8415,Backstreet Boys
"[Verse 1]\nMaybe it's just me but I don't think that it is\nPossible for me to continue like this, OH\nI feel so insecure\nEvery time you walk away\nAnd I'm never really sure how long you going to stay\n\n[Chorus]\nMaybe it's all in my head\nI feel like leaving but I don't really want to\nBut, I feel so mislead\nA kiss through the phone just won't do No\n\n[Verse 2]\nCause from my point of view\nI gotta say there's something bout you\nSo tell me babe\nCause somewhere down the road[X2]\nI think you lost it all\nNow, It's all in my head\nAll in my head [X3]\nYou know its not my style\nTo start a fight and make a scene\nBut it's different this time\nI am not a drama fiend\nMaybe it's just me\nThis is how I feel\nThis can't simply be\nAnother case of jealousy\n\n[Chorus][x2]\n\n[Verse 3]\nI mean we can talk it out\nTell that its alright\nBut alright just won't do anymore, NO\nI mean we can kiss and make up\nTell that its enough\nBut enough just won't do anymore\n\n[Chorus][x2]",328933,All In My Head,8415,Backstreet Boys
"[Verse 1]\nHey\nYeah, yeah\nI want to know\nCan we spend this life together\nBe the shield from rain and weather\nTell me can I\nBaby tell me can I be your man\nLet's be lovers (be lovers)\nGirl I promise to be faithful\nTrue and honest forever\nI know you been hurt\nBut you really need to give us a chance\nBecause\n\n[Chorus]\nYou need love\nPlease don't change the way you are\nSoon you'll live within my heart\nYou deserve it, you know it\nYou've been searching for it all of your life\nYou need love\nDon't be scared to try again\nYou can rest upon my chest\nAnd I'll hold you, I'll save you\nYou've been searching for it all of your life\nYou need love (you need love)\n\n[Verse 2]\nI need to know\nCan I be the one you trust\nBe your friend I'll give you all\nAll of the things you dream of\nTell me can I be your man\nHole your heart\nThere's a wound I want to heal\nIf you need me I'll be here\nHere to fix what broke\nLet me change the life you live\n\n[Chorus]\n\n[Bridge][x2]\nYou've been searching for it\nAll of your life\nYeah\n\n[Chorus][x2]",328887,All Of Your Life (You Need Love),8415,Backstreet Boys
[Verse 1]\nThere you go caught you crashing my dreams again\nJust when I am trying to get over you\nI tell my heart but I cannot seem to comprehend\nA day without you\n\n[AJ:]\nNow you have carved out a life\nBut I wear the scars\nReminding me by the hour\nThat it is time to accept that's the way the things are\nI wish I could but\n\n[Chorus:]\nI cannot imagine it any other way\nA world without you is only wasted space\nYou are gone and I will always wonder\nWhy it cannot be any other way\nAny other way\n\n\n[Verse 2]\n[Brian:]\nSince you drained all the color out of the sky\nHow am I supposed to feel?\nIt is like I am living in somebody else's life\nTell me it is not real\n\n[Repeat Chorus 2x]\n\n[Verse 3]\n[Howie:]\nLike we never had a falling out\nLike the tears had never hit the ground\nLike you are still here\nYou are still here\n\n[Brian:]\nSince you drained all the color out of the sky\n\n[Repeat Chorus 2x],328939,Any Other Way,8415,Backstreet Boys
"[Intro: All]\nOh, yeah\nI'd go anywhere for you\nAnywhere you asked me to\nI'd do anything for you, anything\nAnything you want me to\nHey, baby\n\n[Verse 1: Brian & Nick]\nI'd walk halfway around the world\nFor just one kiss from you\nFar beyond the call of love\nThe sun, the stars, the moon\nAs long as your love's there to lead me\nI won't lose my way believe me\nEven through the darkest night you know\n\n[Chorus: All]\nI'd go anywhere for you\nAnywhere you asked me to\nI'd do anything for you\nAnything you want me to\nYour love as far as I can see\nIs all I'm ever gonna need\nThere's one thing for sure\nI know it's true, I know it's true\nBaby, I'd go anywhere for you, for you\n\n[Verse 2: Brian & Nick]\nI used to think that dreams were just\nFor sentimental fools\nAnd I'd never find someone\nWho'd give their love so true\nBut I knew the very minute\nI couldn't live my life without you in it\nAnd now I want the whole wide world\nTo know\n\n[Chorus: All]\nI'd go anywhere for you\nAnywhere you asked me to\nI'd do anything for you\nAnything you want me to\nYour love as far as I can see, see, yeah\nIs all I'm ever gonna need, gonna need\nThere's one thing for sure\nI know it's true, I know it's true\nBaby, I'd go anywhere for you\n\n[Bridge: All]\nHey baby, hey baby, hey baby, oh (hey, oh yeah)\nHey baby, hey baby, woo (hey, baby, ooh)\n\n[Chorus: All]\nI'd go anywhere for you\nAnywhere you asked me to, oh yeah\nI'd do anything for you\nAnything you want me to\nYour love as far as I can see, I can see\nIs all I'm ever gonna need, need, yeah\nThere's one thing for sure\nI know it's true, I know it's true, I know it's true\nBaby, I'd go anywhere for you\nI'd go anywhere for you, ooh, anywhere\nAnywhere you asked me to, I'll do anything\nI'd do anything for you, whatever you want me to\nAnything you want me to, oh yeah, oh, baby, yeah\nYour love as far as I can see, I can see\nIs all I'm ever gonna need, yeah, yeah\nThere's one thing for sure\nI know it's true, I know it's true\nBaby, I'd go anywhere for you",328746,Anywhere For You,8415,Backstreet Boys
"[Intro: All]\nAs long as you love me\n\n[Verse 1: Nick, with Brian]\nAlthough loneliness has always been a friend of mine\nI'm leaving my life in your hands\nPeople say I'm crazy and that I am blind\nRisking it all in a glance\nAnd how you got me blind is still a mystery\nI can't get you out of my head\nDon't care what is written in your history\nAs long as you're here with me\n\n[Chorus: All]\nI don't care, who you are, where you're from\nWhat you did as long as you love me\nWho you are, where you're from\nDon't care what you did as long as you love me\n\n[Verse 2: Brian with Kevin]\nEvery little thing that you have said and done\nFeels like it's deep within me, ooh, ooh, ooh\nDoesn't really matter if you're on the run\nIt seems like we're meant to be\n\n[Chorus: All & (Brian)]\nI don't care, who you are, where you're from (who you are, where you're from)\nWhat you did as long as you love me (I don't)\nWho you are, where you're from (who you are, where you're from)\nDon't care what you did as long as you love me (yeah)\nAs long as you love me\n\n[Bridge: Brian, All & Nick]\nI've tried to hide it so that no one knows\nBut I guess it shows when you look into my eyes\nWhat you did and where you're coming from\nI don't care as long as you love me, baby\nWoo, woo, woo, ooh\n\n[Chorus: All]\nI don't care, who you are, where you're from (who you are, where you're from)\nWhat you did as long as you love me (as long as you love me)\nWho you are where you're from as long as you love me\nDon't care what you did as long as you love me, yeah (as long as you love me)\n\n[Outro: All]\nWho you are (who you are) where you're from\nWhat you did as long as you love me\nWho you are (who you are) where you're from (where you're from)\nAs long as you love me\nWho you are, as long as you love me\nWhat you did (I don't care)\nAs long as you love me",185172,As Long As You Love Me,8415,Backstreet Boys
"[Verse 1]\nIt is not that I cannot live without you\nIt is just that I do not even want to try\nEvery night I dream about you\nEver since the day we said goodbye\nIf I was not such a fool\nRight now I would be holding you\nThere is nothing that I wouldn't do\nBaby if I only knew\n\n[Chorus]\nThe words to say\nThe road to take\nTo find a way back to your heart\nWhat can I do\nTo get to you\nAnd find a way back to your heart\n\n[Verse 2]\nI do not know how it got so crazy\nBut I will do anything to set things right\nCause your love is so amazing\nBaby you are the best thing in my life\nLet me prove my love is real\nAnd make you feel the way I feel\nI promise I would give the world\nIf only you would tell me girl\n\n[Chorus]\nThe words to say\nThe road to take\nTo find a way back to your heart\nWhat can I do\nTo get to you\nAnd find a way back to your heart\n\n[Verse 3]\nGive me one more chance, to give my love to you\nCause no one on this earth loves you like I do\nTell me\n\n[Chorus]\nThe words to say\nThe road to take\nTo find a way back to your heart\nWhat can I do\nTo get to you\nAnd find a way back to your heart\n\n[Outro]\nI turn back time\nTo make you mine\nAnd find a way back to your heart\nI beg and plead\nFall to my knees\nTo find a way back to your heart",328832,Back To Your Heart,8415,Backstreet Boys
"[Verse 1]\nOh\nSome say that love isn't fair\nBut they don't know you and me\nAnd when they tell me that love doesn't last that long\nThats when I look at you\nAnd it's alright\nJust let me lead you\n\n[Chorus]\nIt's okay if you close your eyes\nI'll be standing by your side\nI'm gonna love you the best that I can\nYou're my heart and you're my best friend\nAnd I promise til the end, (yeah)\nI'm gonna love you the best that I can (that I can)\n\n[Verse 2]\nTime cannot tear us apart (no, no, no)\nWere stronger than yesterday (yeah)\nAnd though we've travelled so far you're still close to me\nLove changes everything\nI know that it's alright\nJust let me lead you (let me lead you)\n(Yeah)\n\n[Chorus]\n\n[Verse 3]\nYou're the views and the valleys\nYou're not alone\nAnd when the worlds upside down\nYou know, I'm there\nAnd anytime I feel afraid\nThats when I look at you\nWith the best that I can\nI will love you (I will love you)\nThe very best I can\n(The best that I can)\n(With every breath I take)\nFrom this moment, til the very end\nI'm gonna love you (gonna love you) the best that I can (the best that I can)\n\n[Chorus]\n\n[Outro]\nThe best that I can",328946,Best That I Can,8415,Backstreet Boys
"[Verse]\nThere's a spark of magic in your eyes\nAnd Candyland appears each time you smile\nNever thought that fairytales came true\nBut they come true, when I'm near you\nYour a genie in disguise\nFull of wonder and surprise\nAnd, Betcha by golly Wow!\nYour the one that I've been waiting for forever\nForever will my love for you keep growing strong\nKeep growing strong\nLadies, sometimes a man can't find the words\nTo express all he feels inside\nBut ever just so often\nThe words of another, who's truly in love\nSeem to work our just fine\n\n[Bridge]\nTo say I love you\nTo say\nI love you\n\n[Outro]\nKeep growing strong[x2]",328949,Betcha By Golly Wow!,8415,Backstreet Boys
"[Verse 1: Brian]\nFirst off I can't keep a promise\nI'm no one to count on at all\nAdd on that I'm a coward\nToo scared to return your calls\n\n[Chorus: Nick & All]\nBut you don't care\nYou keep sticking around\nWhile I'm acting a clown\nYou're bigger\n(Lalala)\nBecause you're still here\nYour feet stuck to the ground\nDespite how silly it sounds\nYou're bigger, than me\n(Lalala)\n\n[Verse 2: AJ]\nIts known that I'm a liar\nOften they're blacker than white\nAdd on my uncanny ego\nNo ones less humbled than I\n\n[Chorus: All]\nBut you don't care\nYou keep sticking around\nWhile I'm acting a clown\nYou're bigger, than me\nLalala\nBecause you're still here\nYour feet stuck to the ground\nDespite how silly it sounds\nYou're bigger, than me\nLalala\n\n[Bridge: Brian & Howie]\nAll the messed up things I do\nYeah I swear I'll make'em up to you\nBefore you go and have enough\nJust let me make it better\nI'll try to measure up\nI'll try to measure up to you\nI'll make it up to you (Oh yeah)\n\n[Chorus: All & (Brian)]\nBut you don't care\nYou keep sticking around (oh)\nWhile I'm acting a clown (oh)\nYou're bigger, (bigger) than me\nLalala\nBecause you're still here (still here)\nYour feet stuck to the ground (to the ground)\nDespite how silly it sounds\nYou're bigger, than me\nLalala\n\n[Outro: Nick]\nJust bigger, than me",328882,Bigger,8415,Backstreet Boys
"[Chorus]\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys (hey)\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys\n\n[Verse 1]\nYou've got something\nSo incredible in my eyes\nAnd my heart (and my heart)\nIt starts pumping (pumping)\nWhenever you are around\nThe whole world's upside down baby\n\n[Pre-Chorus]\nBut I try to get closer\nAnd you always push me away\nYou tell me it's much too soon\nBut I just can't help it\nI always gotta make a play\n\n[Chorus]\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys (hey)\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBaby, boys will be boys\n\n[Verse 2]\nAll my senses\nGo right into overdrive\nOh my defenses\nI'm never going to hope\n\n[Pre-Chorus]\nI always got to lose control\nAnd I hear you say\nThat you think that we should wait\nAnd I can't hold on anymore\nMy body's calling for you\nSo please don't hesitate\n\n[Chorus]\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys (hey)\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys (hey)\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys\n\n[Bridge]\nAnd I hear you say\nThat you think that we should wait\nAnd I can't hold on anymore\nMy body's calling for you\nSo please don't hesitate\nMy body's calling for you\nSo please don't hesitate\n\n[Chorus]\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys (hey)\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys (hey)\nOh ooh oh ooh oh oh\nOh ooh oh ooh oh\nBoys will be boys",328756,Boys Will Be Boys,8415,Backstreet Boys
